country-year;population;generation
Germany2011;4432422;Millenials
Germany2011;3835083;Generation Z
Germany2011;3641215;Generation Z
Germany2012;3062435;Silent
Germany2012;9453082;Boomers
Germany2012;12515919;Generation X
Germany2012;5099210;Millenials
Germany2012;4920842;Silent
Germany2012;4612682;Millenials
Germany2012;10078469;Boomers
Germany2012;12089833;Generation X
Germany2012;4917857;Millenials
Germany2012;4384528;Millenials
Germany2012;3782823;Generation Z
Germany2012;3590435;Generation Z
Germany2013;3115267;Silent
Germany2013;9314147;Boomers
Germany2013;12049310;Generation X
Germany2013;5060529;Millenials
Germany2013;4984061;Silent
Germany2013;9995322;Boomers
Germany2013;4474441;Millenials
Germany2013;11835769;Generation X
Germany2013;4928834;Millenials
Germany2013;4259808;Millenials
Germany2013;3529729;Generation Z
Germany2013;3723771;Generation Z
Germany2014;3300059;Silent
Germany2014;9358747;Boomers
Germany2014;11949414;Generation X
Germany2014;5179803;Millenials
Germany2014;5151214;Silent
Germany2014;4452615;Millenials
Germany2014;10013338;Boomers
Germany2014;11728001;Generation X
Germany2014;5005685;Millenials
Germany2014;4215773;Millenials
Germany2014;3695813;Generation Z
Germany2014;3501907;Generation Z
Germany2015;3487628;Silent
Germany2015;9436572;Boomers
Germany2015;11854531;Generation X
Germany2015;5336932;Millenials
Germany2015;5338738;Silent
Germany2015;10054932;Boomers
Germany2015;4520300;Millenials
Germany2015;11616616;Generation X
Germany2015;5061297;Millenials
Germany2015;4195185;Millenials
Germany2015;3517216;Generation Z
Germany2015;3716736;Generation Z
Greece1985;233300;G.I. Generation
Greece1985;874300;G.I. Generation
Greece1985;1248900;Silent
Greece1985;682900;Boomers
Greece1985;317900;G.I. Generation
Greece1985;1000100;G.I. Generation
Greece1985;775900;Generation X
Greece1985;679100;Boomers
Greece1985;1326900;Silent
Greece1985;720500;Generation X
Greece1985;684600;Generation X
Greece1985;731000;Generation X
Greece1986;240900;G.I. Generation
Greece1986;889600;G.I. Generation
Greece1986;695900;Boomers
Greece1986;773400;Generation X
Greece1986;328000;G.I. Generation
Greece1986;1246900;Silent
Greece1986;1018800;G.I. Generation
Greece1986;1321900;Silent
Greece1986;723300;Generation X
Greece1986;683900;Boomers
Greece1986;681800;Generation X
Greece1986;729600;Generation X
Greece1987;243200;G.I. Generation
Greece1987;917400;G.I. Generation
Greece1987;684500;Boomers
Greece1987;1253400;Silent
Greece1987;754200;Generation X
Greece1987;326300;G.I. Generation
Greece1987;1027900;G.I. Generation
Greece1987;1282300;Silent
Greece1987;738200;Generation X
Greece1987;692400;Boomers
Greece1987;753600;Generation X
Greece1987;714000;Generation X
Greece1988;248600;G.I. Generation
Greece1988;936100;G.I. Generation
Greece1988;689400;Boomers
Greece1988;334500;G.I. Generation
Greece1988;1253500;Silent
Greece1988;762700;Generation X
Greece1988;1047200;G.I. Generation
Greece1988;1281800;Silent
Greece1988;699600;Boomers
Greece1988;742800;Generation X
Greece1988;707100;Generation X
Greece1988;746700;Generation X
Greece1989;253900;G.I. Generation
Greece1989;697700;Boomers
Greece1989;956800;G.I. Generation
Greece1989;1257600;Silent
Greece1989;772200;Generation X
Greece1989;342500;G.I. Generation
Greece1989;1068200;G.I. Generation
Greece1989;709100;Boomers
Greece1989;1284000;Silent
Greece1989;748500;Generation X
Greece1989;738300;Generation X
Greece1989;698700;Generation X
Greece1990;258700;G.I. Generation
Greece1990;979100;G.I. Generation
Greece1990;709800;Boomers
Greece1990;1265600;Silent
Greece1990;782500;Generation X
Greece1990;349600;G.I. Generation
Greece1990;1091300;G.I. Generation
Greece1990;1288000;Silent
Greece1990;720200;Boomers
Greece1990;754700;Generation X
Greece1990;728500;Generation X
Greece1990;689000;Generation X
Greece1991;263204;G.I. Generation
Greece1991;997515;Silent
Greece1991;1278307;Boomers
Greece1991;720355;Boomers
Greece1991;357053;G.I. Generation
Greece1991;793787;Generation X
Greece1991;1112085;Silent
Greece1991;1298187;Boomers
Greece1991;730253;Boomers
Greece1991;760527;Generation X
Greece1991;725045;Millenials
Greece1991;684826;Millenials
Greece1992;266980;G.I. Generation
Greece1992;1011947;Silent
Greece1992;1302187;Boomers
Greece1992;740417;Boomers
Greece1992;360940;G.I. Generation
Greece1992;805482;Generation X
Greece1992;1130657;Silent
Greece1992;1320640;Boomers
Greece1992;743433;Boomers
Greece1992;762442;Generation X
Greece1992;715506;Millenials
Greece1992;673524;Millenials
Greece1993;269414;G.I. Generation
Greece1993;1025017;Silent
Greece1993;1323751;Boomers
Greece1993;759078;Boomers
Greece1993;364407;G.I. Generation
Greece1993;815259;Generation X
Greece1993;1147442;Silent
Greece1993;1341283;Boomers
Greece1993;756053;Boomers
Greece1993;763342;Generation X
Greece1993;704342;Millenials
Greece1993;661017;Millenials
Greece1994;270654;G.I. Generation
Greece1994;1037789;Silent
Greece1994;776895;Boomers
Greece1994;1344213;Boomers
Greece1994;823908;Generation X
Greece1994;367608;G.I. Generation
Greece1994;1163420;Silent
Greece1994;1361342;Boomers
Greece1994;768618;Boomers
Greece1994;763995;Generation X
Greece1994;692321;Millenials
Greece1994;648169;Millenials
Greece1995;272781;G.I. Generation
Greece1995;793826;Generation X
Greece1995;1049326;Silent
Greece1995;1363426;Boomers
Greece1995;831423;Generation X
Greece1995;1178828;Silent
Greece1995;370628;G.I. Generation
Greece1995;781099;Generation X
Greece1995;1381050;Boomers
Greece1995;764471;Generation X
Greece1995;635118;Millenials
Greece1995;679656;Millenials
Greece1996;274940;G.I. Generation
Greece1996;1060815;Silent
Greece1996;810792;Generation X
Greece1996;1383751;Boomers
Greece1996;373612;G.I. Generation
Greece1996;834973;Generation X
Greece1996;1194081;Silent
Greece1996;793234;Generation X
Greece1996;1401680;Boomers
Greece1996;763716;Generation X
Greece1996;621226;Millenials
Greece1996;665659;Millenials
Greece1997;277121;G.I. Generation
Greece1997;827622;Generation X
Greece1997;1405076;Boomers
Greece1997;1072438;Silent
Greece1997;834403;Generation X
Greece1997;376804;G.I. Generation
Greece1997;1209324;Silent
Greece1997;1423001;Boomers
Greece1997;761478;Generation X
Greece1997;804801;Generation X
Greece1997;650332;Millenials
Greece1997;606406;Millenials
Greece1998;279303;G.I. Generation
Greece1998;1083539;Silent
Greece1998;843149;Generation X
Greece1998;1425116;Boomers
Greece1998;1224042;Silent
Greece1998;832475;Generation X
Greece1998;815617;Generation X
Greece1998;1443403;Boomers
Greece1998;379955;G.I. Generation
Greece1998;758576;Generation X
Greece1998;591137;Millenials
Greece1998;634318;Millenials
Greece1999;281255;G.I. Generation
Greece1999;1094110;Silent
Greece1999;857189;Generation X
Greece1999;1443706;Boomers
Greece1999;829252;Generation X
Greece1999;382856;G.I. Generation
Greece1999;1238252;Silent
Greece1999;825404;Generation X
Greece1999;1462495;Boomers
Greece1999;754876;Generation X
Greece1999;575316;Millenials
Greece1999;617652;Millenials
Greece2000;283073;G.I. Generation
Greece2000;1104634;Silent
Greece2000;1462051;Boomers
Greece2000;869669;Generation X
Greece2000;823264;Generation X
Greece2000;385499;G.I. Generation
Greece2000;1252623;Silent
Greece2000;1480524;Boomers
Greece2000;834095;Generation X
Greece2000;749307;Generation X
Greece2000;599811;Millenials
Greece2000;558509;Millenials
Greece2001;292868;Silent
Greece2001;1115264;Silent
Greece2001;1482791;Boomers
Greece2001;879100;Generation X
Greece2001;805944;Millenials
Greece2001;396780;Silent
Greece2001;1498616;Boomers
Greece2001;1266997;Silent
Greece2001;838205;Generation X
Greece2001;584190;Millenials
Greece2001;735081;Millenials
Greece2001;545693;Millenials
Greece2002;310058;Silent
Greece2002;1125984;Silent
Greece2002;1507522;Boomers
Greece2002;884877;Generation X
Greece2002;777333;Millenials
Greece2002;414749;Silent
Greece2002;1281518;Silent
Greece2002;836636;Generation X
Greece2002;1519280;Boomers
Greece2002;711776;Millenials
Greece2002;538762;Millenials
Greece2002;573550;Millenials
Greece2003;326673;Silent
Greece2003;1534168;Boomers
Greece2003;1131929;Silent
Greece2003;886959;Generation X
Greece2003;750890;Millenials
Greece2003;1542002;Boomers
Greece2003;1290367;Silent
Greece2003;833120;Generation X
Greece2003;433159;Silent
Greece2003;689624;Millenials
Greece2003;532273;Millenials
Greece2003;564501;Millenials
Greece2004;343019;Silent
Greece2004;1133084;Silent
Greece2004;1561927;Boomers
Greece2004;886382;Generation X
Greece2004;728622;Millenials
Greece2004;1293593;Silent
Greece2004;1565494;Boomers
Greece2004;828966;Generation X
Greece2004;451960;Silent
Greece2004;557426;Millenials
Greece2004;669838;Millenials
Greece2004;526979;Millenials
Greece2005;362707;Silent
Greece2005;1136008;Silent
Greece2005;1587504;Boomers
Greece2005;885307;Generation X
Greece2005;704916;Millenials
Greece2005;477592;Silent
Greece2005;1585529;Boomers
Greece2005;825409;Generation X
Greece2005;648391;Millenials
Greece2005;1294740;Silent
Greece2005;551999;Millenials
Greece2005;522714;Millenials
Greece2006;383580;Silent
Greece2006;1141985;Silent
Greece2006;1608391;Boomers
Greece2006;883789;Generation X
Greece2006;681537;Millenials
Greece2006;503415;Silent
Greece2006;1601492;Boomers
Greece2006;821976;Generation X
Greece2006;1298840;Silent
Greece2006;628484;Millenials
Greece2006;517798;Millenials
Greece2006;547604;Millenials
Greece2007;1149577;Silent
Greece2007;399870;Silent
Greece2007;1629000;Boomers
Greece2007;880293;Generation X
Greece2007;660913;Millenials
Greece2007;522951;Silent
Greece2007;816668;Generation X
Greece2007;1617694;Boomers
Greece2007;1305992;Silent
Greece2007;611207;Millenials
Greece2007;545096;Generation Z
Greece2007;514330;Generation Z
Greece2008;415580;Silent
Greece2008;1650138;Boomers
Greece2008;1154680;Silent
Greece2008;874575;Generation X
Greece2008;642167;Millenials
Greece2008;1634510;Boomers
Greece2008;546431;Silent
Greece2008;1307510;Silent
Greece2008;809164;Generation X
Greece2008;595248;Millenials
Greece2008;512841;Generation Z
Greece2008;543879;Generation Z
Greece2009;434778;Silent
Greece2009;1670385;Boomers
Greece2009;1157880;Silent
Greece2009;863841;Generation X
Greece2009;626013;Millenials
Greece2009;574168;Silent
Greece2009;796656;Generation X
Greece2009;1307683;Silent
Greece2009;1650941;Boomers
Greece2009;581847;Millenials
Greece2009;512001;Generation Z
Greece2009;543425;Generation Z
Greece2010;453020;Silent
Greece2010;1685691;Generation X
Greece2010;1164937;Silent
Greece2010;845373;Generation X
Greece2010;612178;Millenials
Greece2010;599568;Silent
Greece2010;1661514;Generation X
Greece2010;1311605;Silent
Greece2010;777901;Generation X
Greece2010;570284;Millenials
Greece2010;510970;Generation Z
Greece2010;542343;Generation Z
Greece2011;467986;Silent
Greece2011;1174903;Boomers
Greece2011;1695456;Generation X
Greece2011;820631;Millenials
Greece2011;598754;Millenials
Greece2011;620354;Silent
Greece2011;559712;Millenials
Greece2011;755289;Millenials
Greece2011;1665130;Generation X
Greece2011;1316927;Boomers
Greece2011;510880;Generation Z
Greece2011;542702;Generation Z
Greece2012;467292;Silent
Greece2012;1590800;Generation X
Greece2012;1145850;Boomers
Greece2012;790487;Millenials
Greece2012;605261;Millenials
Greece2012;645352;Silent
Greece2012;1272278;Boomers
Greece2012;746111;Millenials
Greece2012;1626532;Generation X
Greece2012;576914;Millenials
Greece2012;524175;Generation Z
Greece2012;548750;Generation Z
Greece2013;1144571;Boomers
Greece2013;475655;Silent
Greece2013;1572683;Generation X
Greece2013;737922;Millenials
Greece2013;585990;Millenials
Greece2013;1270384;Boomers
Greece2013;716209;Millenials
Greece2013;1630105;Generation X
Greece2013;659686;Silent
Greece2013;564219;Millenials
Greece2013;524573;Generation Z
Greece2013;549292;Generation Z
Greece2014;487215;Silent
Greece2014;1149730;Boomers
Greece2014;1564680;Generation X
Greece2014;702789;Millenials
Greece2014;572505;Millenials
Greece2014;674567;Silent
Greece2014;1280401;Boomers
Greece2014;1629438;Generation X
Greece2014;689746;Millenials
Greece2014;552323;Millenials
Greece2014;551030;Generation Z
Greece2014;526123;Generation Z
Greece2015;495592;Silent
Greece2015;1157869;Boomers
Greece2015;1558791;Generation X
Greece2015;669357;Millenials
Greece2015;561302;Millenials
Greece2015;1294582;Boomers
Greece2015;662893;Millenials
Greece2015;1627797;Generation X
Greece2015;683939;Silent
Greece2015;541528;Millenials
Greece2015;526126;Generation Z
Greece2015;551510;Generation Z
Grenada1985;3987;G.I. Generation
Grenada1985;11725;Generation X
Grenada1985;7124;Boomers
Grenada1985;6880;Silent
Grenada1985;11584;Generation X
Grenada1985;5254;G.I. Generation
Grenada1985;1510;G.I. Generation
Grenada1985;11604;Generation X
Grenada1985;6933;Boomers
Grenada1985;5919;Silent
Grenada1985;11950;Generation X
Grenada1985;905;G.I. Generation
Grenada1988;6700;Boomers
Grenada1988;11700;Generation X
Grenada1988;11900;Generation X
Grenada1988;6700;Boomers
Grenada1988;6400;Silent
Grenada1988;12300;Generation X
Grenada1988;5200;G.I. Generation
Grenada1988;2000;G.I. Generation
Grenada1988;5900;Silent
Grenada1988;12800;Generation X
Grenada1988;4500;G.I. Generation
Grenada1988;1200;G.I. Generation
Grenada1989;7029;Boomers
Grenada1989;4485;G.I. Generation
Grenada1989;6973;Silent
Grenada1989;9000;Generation X
Grenada1989;7050;Boomers
Grenada1989;7261;Silent
Grenada1989;11045;Generation X
Grenada1989;5946;G.I. Generation
Grenada1989;1490;G.I. Generation
Grenada1989;9251;Generation X
Grenada1989;11332;Generation X
Grenada1989;943;G.I. Generation
Grenada1990;6200;Silent
Grenada1990;11600;Generation X
Grenada1990;10500;Generation X
Grenada1990;4900;Boomers
Grenada1990;6600;Silent
Grenada1990;11500;Generation X
Grenada1990;5000;G.I. Generation
Grenada1990;1700;G.I. Generation
Grenada1990;5500;Boomers
Grenada1990;13200;Generation X
Grenada1990;4400;G.I. Generation
Grenada1990;900;G.I. Generation
Grenada1991;8300;Generation X
Grenada1991;7100;Boomers
Grenada1991;7300;Boomers
Grenada1991;11800;Millenials
Grenada1991;5600;Silent
Grenada1991;1900;G.I. Generation
Grenada1991;8600;Generation X
Grenada1991;7100;Boomers
Grenada1991;7100;Boomers
Grenada1991;12100;Millenials
Grenada1991;4400;Silent
Grenada1991;1100;G.I. Generation
Grenada1992;8589;Generation X
Grenada1992;6770;Boomers
Grenada1992;7503;Boomers
Grenada1992;11972;Millenials
Grenada1992;5922;Silent
Grenada1992;1675;G.I. Generation
Grenada1992;8935;Generation X
Grenada1992;6831;Boomers
Grenada1992;7405;Boomers
Grenada1992;12358;Millenials
Grenada1992;4530;Silent
Grenada1992;1038;G.I. Generation
Grenada1993;7569;Boomers
Grenada1993;12833;Millenials
Grenada1993;8793;Generation X
Grenada1993;6771;Boomers
Grenada1993;7675;Boomers
Grenada1993;12426;Millenials
Grenada1993;5863;Silent
Grenada1993;1785;G.I. Generation
Grenada1993;9153;Generation X
Grenada1993;6845;Boomers
Grenada1993;4505;Silent
Grenada1993;1086;G.I. Generation
Grenada1994;7798;Boomers
Grenada1994;4475;Silent
Grenada1994;9108;Generation X
Grenada1994;6714;Boomers
Grenada1994;7908;Boomers
Grenada1994;12779;Millenials
Grenada1994;5796;Silent
Grenada1994;1873;G.I. Generation
Grenada1994;9469;Generation X
Grenada1994;6811;Boomers
Grenada1994;13189;Millenials
Grenada1994;1116;G.I. Generation
Grenada1995;1925;G.I. Generation
Grenada1995;9465;Generation X
Grenada1995;6605;Generation X
Grenada1995;8208;Boomers
Grenada1995;12981;Millenials
Grenada1995;5697;Silent
Grenada1995;9818;Generation X
Grenada1995;6748;Generation X
Grenada1995;8087;Boomers
Grenada1995;13374;Millenials
Grenada1995;4407;Silent
Grenada1995;1118;G.I. Generation
Grenada1996;8361;Boomers
Grenada1996;9655;Generation X
Grenada1996;6572;Generation X
Grenada1996;8520;Boomers
Grenada1996;13158;Millenials
Grenada1996;5623;Silent
Grenada1996;2028;G.I. Generation
Grenada1996;10001;Generation X
Grenada1996;6761;Generation X
Grenada1996;13546;Millenials
